diff_infos,new_price,old_price,nr_of_reviews,rating,availability
"Laptop HP 15-ra062nq, Intel® Celeron® N3060, 4GB DDR3L, HDD 500GB, Intel® HD Graphics, Free DOS",1.09999 Lei,"1.39999 Lei(-21%)
                ",0 review-uri,width: 0%,în stoc
"Laptop ultraportabil ASUS VivoBook S13 S330UA cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 13.3"", Full HD, 8GB, 256GB M.2 SSD, Intel UHD Graphics 620, Microsoft Windows 10, Icicle Gold",4.59999 Lei,,1 review,width: 100%,ultimul produs in stoc
"Laptop ultraportabil Lenovo Ideapad S340-14IWL cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 14"", Full HD, IPS, 8GB, 1TB M.2 SSD, Intel UHD Graphics 620, Free DOS, Abyss Blue",2.89999 Lei,"3.49999 Lei(-17%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Lenovo IdeaPad 330-15IKB cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 256GB SSD, Intel® UHD Graphics 620, Free DOS, Mid Night Blue",2.39999 Lei,"2.64999 Lei(-9%)
                ",8 review-uri,width: 87.6%,ultimul produs in stoc
"Laptop Lenovo IdeaPad 530S-15IKB cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, IPS, 8GB, 512GB SSD, NVIDIA GeForce MX150 2GB, Free DOS, Liquid Blue",3.39999 Lei,"3.99999 Lei(-15%)
                ",1 review,width: 40%,în stoc
"Laptop ultraportabil Acer Swift 3 SF314-56-31WR cu procesor Intel® Core™ i3-8145U pana la 3.90 GHz, Whiskey Lake, 14"", Full HD, IPS, 8GB, 256GB SSD, Intel UHD Graphics 620, Microsoft Windows 10, Blue",2.69999 Lei,"3.29999 Lei(-18%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop ultraportabil HP Pavilion Laptop 14-ce2003nq cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 14"", 16GB, 256GB M.2 SSD, Intel® UHD Graphics 620, Microsoft Windows 10, Silver",3.29999 Lei,"3.99999 Lei(-17%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Gaming Dell G3 15 3579 cu procesor Intel® Core™ i5-8300H pana la 4.00 GHz, Coffee Lake, 15.6"", Full HD, 8GB + 16GB Intel Optane, 1TB, NVIDIA GeForce GTX 1050 4GB, Microsoft Windows 10, Black",3.99999 Lei,"4.39999 Lei(-9%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Gaming OMEN by HP 15-dc1022nq cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, IPS, 144Hz, 16GB, 1TB + 256GB SSD, NVIDIA GeForce RTX 2060 6GB, Free DOS, Shadow Black",6.69999 Lei,"8.49999 Lei(-21%)
                ",1 review,width: 80%,în stoc
"Laptop Dell Vostro 3580 cu procesor Intel Core i3-8145U pana la 3.9 GHz, 15.6"", Full HD, 4GB, 128GB SSD M.2, Intel UHD Graphics 620, Ubuntu, Black",1.69999 Lei,"1.94999 Lei(-12%)
                ",1 review,width: 100%,în stoc
"Laptop Acer Aspire 3 A315-53G cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 1TB, NVIDIA® GeForce® MX130 2GB, Linux, Obsidian Black",1.89999 Lei,"2.39999 Lei(-20%)
                ",2 review-uri,width: 100%,ultimul produs in stoc
"Laptop Gaming OMEN X 2S by HP 15-dg0003nq cu procesor Intel® Core™ i7 9750H pana la 4.50GHz, 15.6"", Full HD, 144Hz, IPS, 32GB, 512GB SSD M.2 + 32GB 3D XPOINT, NVIDIA Geforce RTX 2080 8GB GDDR6, Microsoft Windows 10, Black",15.99999 Lei,"17.99999 Lei(-11%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Gaming Dell Inspiron 5590 G5 cu procesor Intel Core i7-9750H pana la 4.5 GHz, 15.6"", Full HD, 16GB, 256GB SSD M.2 + 1TB HDD, NVIDIA GeForce RTX 2060 6GB, Windows 10, Black",7.29999 Lei,"8.89999 Lei(-18%)
                ",1 review,width: 80%,ultimul produs in stoc
"Laptop Lenovo Ideapad S145-15AST cu procesor AMD® A4 9125 pana la 2.60 GHz, 15.6"", HD, 4GB, 128GB SSD, AMD Radeon R3 Graphics, Free DOS, Black",99999 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Gaming ASUS ROG GL504GM cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, 144Hz, 8GB, 1TB SSHD, NVIDIA GeForce GTX 1060 6GB, Free DOS, Black",6.69999 Lei,,7 review-uri,width: 71.4%,ultimul produs in stoc
"Laptop Gaming OMEN by HP 15-dc1018nq cu procesor Intel® Core ™ i5-8300H pana la 4.00 GHz, Coffee Lake, 15.6"", Full HD, IPS, 144Hz, 16GB, 1TB + 256GB SSD, NVIDIA GeForce RTX 2060 6GB, Free DOS, Shadow Black",5.79999 Lei,"7.69999 Lei(-24%)
                ",3 review-uri,width: 66.6%,ultimul produs in stoc
"Laptop ASUS VivoBook S15 S530FA cu procesor Intel® Core™ i7-8565U pana la 4.60 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 1TB + 128GB SSD, Intel® UHD Graphics 620, Endless OS, Gun Metal",3.89999 Lei,,5 review-uri,width: 100%,ultimul produs in stoc
"Laptop HP ProBook 450 G6 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 1TB, Intel® UHD Graphics 620, Free DOS, Silver",2.69999 Lei,"3.49999 Lei(-22%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Acer Aspire 5 A515-54G-59JE cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, 15.6"", Full HD, 8GB, 1TB HDD, NVIDIA® GeForce® MX250 2GB, Endless OS, Silver",2.39999 Lei,"3.09999 Lei(-22%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Gaming Lenovo Legion Y530-15ICH cu procesor Intel® Core™ i5-8300H pana la 4.00 GHz, Coffee Lake, 15.6"", Full HD, IPS, 8GB, 512GB SSD, NVIDIA GeForce GTX 1060 6GB, Free DOS, Black",4.29999 Lei,"5.29999 Lei(-18%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Apple MacBook Pro 13, ecran Retina, Touch Bar, procesor Intel® Core™ i5 2.30 GHz, 8GB, 512GB SSD, Intel Iris Plus Graphics 655, macOS High Sierra, ROM KB, Silver",10.49999 Lei,"12.09999 Lei(-13%)
                ",3 review-uri,width: 86.6%,ultimul produs in stoc
"Laptop 2 in 1 Lenovo YOGA 730-13IWL cu procesor Intel® Core™ i7-8565U pana la 4.60 GHz, Whiskey Lake, 13.3"", UHD, IPS, Touch, 16GB, 512GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10, Platinum, Bluetooth Active Pen",6.47999 Lei,"6.89999 Lei(-6%)
                ",1 review,width: 60%,ultimul produs in stoc
"Laptop ASUS S531FA cu procesor Intel® Core™ i5-8265U pana la 3.9 GHz, 15.6"", Full HD, 8GB, 256GB SSD M.2, Intel UHD Graphics 620, Free DOS, Cobalt Blue",2.89999 Lei,"3.39999 Lei(-14%)
                ",1 review,width: 100%,în stoc
"Laptop Lenovo IdeaPad 330-15IKB cu procesor Intel® Core™ i3-6006U 2.00 GHz, Skylake, 15.6"", Full HD, 8GB, 256GB M.2 SSD, Intel® HD Graphics 520, Free DOS, Blizzard White",1.89999 Lei,"2.39999 Lei(-20%)
                ",1 review,width: 100%,ultimul produs in stoc
"Laptop gaming ASUS ROG Zephyrus M GU502GU cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz Coffee Lake, 15.6"", Full HD, IPS, 240Hz, 16GB, 512GB SSD, NVIDIA GeForce GTX 1660Ti 6GB, Free DOS, Brushed Black",6.99999 Lei,"8.49999 Lei(-17%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Dell Inspiron 3580 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 1TB, AMD Radeon 520 2GB, Linux, Black",2.39999 Lei,"2.94999 Lei(-18%)
                ",2 review-uri,width: 80%,în stoc
"Laptop Dell Inspiron 3583 cu procesor Intel® Core™ i7-8565U pana 4.60 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 256GB SSD, AMD Radeon 520 2GB, Linux, Black",3.29999 Lei,"3.59999 Lei(-8%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Lenovo ThinkPad E590 cu procesor Intel® Core™ i7-8565U pana la 4.60 GHz, Whiskey Lake, 15.6"", Full HD, IPS, 8GB, 256GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Black",4.29999 Lei,"5.19999 Lei(-17%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop ultraportabil ASUS VivoBook S14 S430FA cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 14"", Full HD, 8GB, 1TB, Intel UHD Graphics 620, Endless OS, Gun Metal",2.79999 Lei,"3.39999 Lei(-17%)
                ",1 review,width: 60%,în stoc
"Laptop ultraportabil Dell Inspiron 5480 cu procesor Intel® Core™ i7-8565U pana 4.60 GHz, Whiskey Lake, 14"", Full HD, IPS, 16GB, 1TB + 128GB SSD, NVIDIA GeForce MX250 2GB, Ubuntu, Silver",4.39999 Lei,"4.69999 Lei(-6%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Gaming Lenovo Legion Y740-15IRHg cu procesor Intel Core i7-9750H pana la 4.5 GHz, 15.6"", Full HD, IPS, 144Hz G-Sync, 16GB, 1TB SSD M.2, NVIDIA GeForce RTX 2070 8GB, Free DOS, Black",8.49999 Lei,8.99999 Lei,0 review-uri,width: 0%,în stoc
"Laptop Dell Inspiron 5584 cu procesor Intel® Core™ i7-8565U pana la 4.60 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 256GB SSD, NVIDIA GeForce MX130 4GB, Ubuntu, Silver",3.79999 Lei,"4.39999 Lei(-13%)
                ",1 review,width: 100%,în stoc
"Laptop HP 15-db1001nq cu procesor AMD Ryzen 3 3200U pana la 3.5 GHz, 15.6"", HD, 8GB, 128GB SSD, AMD Radeon Vega Integrated Graphics, FreeDOS 2.0, Jet Black",1.59999 Lei,"1.99999 Lei(-20%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Dell Inspiron 3576 cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, 4GB, 1TB, DVD-RW, AMD Radeon 520 2GB, Microsoft Windows 10, Black",de la 2.64999 Lei,2.79999 Lei,2 review-uri,width: 90%,2 resigilate in stoc
"Laptop Asus X509FA-EJ086, Intel® Core™ i7-8565U, 8GB DDR4, SSD 512GB, Intel® UHD Graphics, Free DOS",2.89999 Lei,"3.29999 Lei(-12%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Fujitsu Lifebook E744, Intel Core i5-4200M 2.50GHz, Memorie 8GB DDR3, 120GB SSD, 14 Inch",1.34500 Lei,"2.15000 Lei(-37%)
                ",3 review-uri,width: 73.4%,ultimul produs in stoc
"Laptop Gaming Lenovo Legion Y740-15IRHg cu procesor Intel Core i7-9750H pana la 4.5 Ghz, 15.6"", Full HD, IPS, 144Hz G-Sync, 32GB, 1TB SSD M.2, NVIDIA GeForce RTX 2070 8GB, Free DOS, Black",8.89999 Lei,"9.69999 Lei(-8%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop ASUS VivoBook X541UA-GO1376T cu procesor Intel® Core™ i3-7100U 2.40 GHz, Kaby Lake, 15.6"", 4GB, 500GB, Intel® HD Graphics 620, Windows 10, Chocolate Black",2.39999 Lei,,16 review-uri,width: 67.6%,ultimul produs in stoc
"Laptop ASUS VivoBook 15 X540UA cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 256GB SSD, Intel® HD Graphics 620, Microsoft Windows 10, Chocolate Black",2.36999 Lei,"2.85499 Lei(-17%)
                ",15 review-uri,width: 96%,ultimul produs in stoc
"Laptop ultraportabil ASUS VivoBook S14 S430FN cu procesor Intel® Core™ i7-8565U pana la 4.60 GHz, Whiskey Lake, 14"", Full HD, 8GB, 1TB, NVIDIA GeForce MX150 2GB, Free DOS, Gun Metal",3.64999 Lei,"3.99999 Lei(-8%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Gaming Dell G5 5587 cu procesor Intel® Core™ i9-8950HK pana la 4.80 GHz, Coffee Lake, 15.6"", Full HD, 16GB, 1TB HDD + 256GB SSD, NVIDIA GeForce GTX 1060 6GB, Linux, Black",7.79999 Lei,"8.99999 Lei(-13%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Lenovo ThinkPad X1 Carbon 6th cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 14"", WQHD, IPS, 16GB, 512GB SSD, 4G LTE-A, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Black",11.49999 Lei,12.19999 Lei,0 review-uri,width: 0%,în stoc
"Laptop Dell Inspiron 3582 cu procesor Intel Celeron N4000 pana la 2.6 GHz, 15.6"", Full HD, 4GB, 500GB HDD, Intel UHD Graphics 600, Ubuntu, Black",1.29998 Lei,,0 review-uri,width: 0%,în stoc
"Laptop ultraportabil Explore 1403 Kruger & Matz, Intel Atom 1.92 GHz, Quad Core, 4GB RAM, 32 GB, 14 inch, 1920 x 1080 px",99699 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Gaming Acer Predator Helios 300 PH317-52 cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 17.3"", Full HD, IPS, 8GB, 1TB, NVIDIA GeForce GTX 1060 6GB, Linux, Black",5.77150 Lei,"6.18800 Lei(-6%)
                ",3 review-uri,width: 100%,în stoc
"Laptop Apple MacBook Air 13 ecran Retina, procesor Intel® Core™ i5 1.6GHz, 8GB, 256GB SSD, Intel UHD Graphics 617, Space Grey, INT KB",6.49999 Lei,"7.39999 Lei(-12%)
                ",1 review,width: 100%,ultimul produs in stoc
"Laptop HP 15-db0055nq cu procesor AMD Ryzen™ 3 2200U pana la 3.40 GHz, 15.6"", Full HD, 4GB, 128GB SSD, DVD-RW, AMD Radeon™ Vega 3 Graphics, Free DOS, Black",1.44999 Lei,"1.59999 Lei(-9%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Lenovo Ideapad L340-15IWL cu procesor Intel® Core i5-8265U pana la 3.90 GHz, 15.6"", Full HD, 8GB, 256GB SSD M.2, DVD-RW, Intel UHD Graphics 620, Free DOS, Blizzard White",2.29999 Lei,"2.49999 Lei(-8%)
                ",1 review,width: 100%,în stoc
"Laptop ultraportabil ASUS S430FA cu procesor Intel® Core™ i3-8145U pana la 3.90 GHz Whiskey Lake, 14"", Full HD, 4GB, 256GB SSD, Intel UHD Graphics 620, Free DOS, Silver Blue Metal",2.19999 Lei,"2.59999 Lei(-15%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Lenovo IdeaPad 330-15IKB cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, 4GB, 512GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10, Blizzard White",2.69999 Lei,"3.09999 Lei(-12%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Alienware M17 R2 cu procesor Intel® Core™ i9-9980HK pana la 5.00GHz, Coffee Lake™, 17.3"" FHD G-Sync 144Hz, 16GB RAM 2666 MHz, 2 x 512GB SSD, nVidia GeForce RTX 2080 8GB, VR Ready, Windows 10 Home, White",21.69000 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Dell Vostro 3584 cu procesor Intel Core i3-7020U 2.30 GHz, 15.6"", Full HD, 8GB, 256GB SSD M.2, Intel UHD Graphics 620, Ubuntu, Black",1.99999 Lei,"2.29999 Lei(-13%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Gaming MSI GE75 Raider 8SF cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 17.3"", Full HD, 144Hz, 3ms, IPS, 16GB, 1TB + 256GB SSD, NVIDIA GeForce RTX 2070 8GB, Free DOS, Black",10.02999 Lei,"12.89999 Lei(-22%)
                ",3 review-uri,width: 80%,ultimul produs in stoc
"Laptop ultraportabil Lenovo IdeaPad 530S-14IKB cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 14"", Full HD, IPS, 8GB, 512GB SSD, NVIDIA® GeForce® MX150 2GB, Free DOS, Liquid Blue",4.22999 Lei,"4.69999 Lei(-10%)
                ",3 review-uri,width: 80%,ultimul produs in stoc
"Laptop Apple MacBook Pro 15, ecran Retina, Touch Bar, procesor Intel® Core™ i7 2.60 GHz, 16GB, 256GB SSD, Radeon Pro 555X W 4GB, macOS Mojave, ROM KB, Silver",13.59999 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Lenovo IdeaPad 330-15IKB, Intel® Core™ i3-7020U, 4GB DDR4, SSD 256GB, Intel® HD Graphics 620, Free DOS",1.39999 Lei,"1.69900 Lei(-17%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Lenovo IdeaPad S145-15IWL, Intel® Celeron® 4205U, 4GB DDR4, SSD 128GB, Intel® UHD Graphics, Free DOS",89999 Lei,"1.29999 Lei(-30%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Lenovo ThinkPad T590 cu procesor Intel® Core™ i7-8565U pana la 4.6 GHz, Whiskey Lake, 15.6"", Full HD, 16GB, 512GB SSD M.2, nVidia GeForce MX250 2GB, Windows 10 Pro, Black",7.29999 Lei,"7.99999 Lei(-8%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop ultraportabil Lenovo Ideapad S530-13IWL cu procesor Intel Core i3-8145U pana la 3.9 GHz, Whiskey Lake, 13.3"", Full HD, 8GB, 512GB SSD M.2, Intel UHD Graphics 620, Onyx Black",2.74999 Lei,"3.29999 Lei(-16%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Apple MacBook Pro 13"" Touch Bar, procesor Intel® Core™ i5 1.4GHz, 8GB, 256GB SSD, Intel Iris Plus Graphics 645, Silver, ROM KB",7.69999 Lei,"8.59999 Lei(-10%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Gaming ASUS TUF FX504GM cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, 120Hz, 3ms, 8GB, 256GB SSD, NVIDIA GeForce GTX 1060 6GB, Free DOS, Gun Metal",4.39999 Lei,"4.59999 Lei(-20000 Lei)
                ",1 review,width: 20%,ultimul produs in stoc
"Laptop Gaming Lenovo Legion Y740-15IRHg cu procesor Intel Core i7-9750H pana la 4.5 Ghz, 15.6"", Full HD, IPS, 144Hz, G-Sync, Antiglare, 16GB, 1TB SSD M.2, NVIDIA GeForce RTX 2060 6GB, Free DOS, Black",7.49999 Lei,"8.79999 Lei(-14%)
                ",0 review-uri,width: 0%,în stoc
"Laptop ultraportabil Lenovo YOGA S730-13IWL cu procesor Intel® Core™ i7-8565U pana la 4.60 GHz, Whiskey Lake 13.3"", Full HD, IPS, 16GB, 512GB SSD M.2, Intel® UHD Graphics 620, Microsoft Windows 10, Iron Grey",5.34999 Lei,"5.89999 Lei(-9%)
                ",0 review-uri,width: 0%,în stoc
"Laptop ultraportabil Lenovo YOGA S730-13IWL cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 13.3"", Full HD, IPS, 16GB, 512GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10, Iron Grey",4.69999 Lei,"5.29999 Lei(-11%)
                ",2 review-uri,width: 80%,în stoc
"Laptop 2 in 1 Lenovo YOGA 730-13IWL cu procesor Intel® Core™ i7-8565U pana la 4.60 GHz, Whiskey Lake, 13.3"", UHD, IPS, Touch, 8GB, 512GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10, Iron Grey, Bluetooth Active Pen",5.59999 Lei,"6.39999 Lei(-12%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Lenovo V330-15IKB cu procesor Intel Core i7-8550U pana la 4.00 GHz, 15.6"", Full HD, 12GB, 512GB SSD, DVD-RW, Intel HD Graphics 620, Free DOS, Iron Grey",3.29999 Lei,"3.69999 Lei(-10%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop HP 250 G7 cu procesor Intel Core i5- 8265U pana la 3.9 GHz, 15.6"", HD, 4GB, 256GB SSD M.2, NVIDIA GeForce MX110 2GB, Free DOS, Dark Ash Silver",2.19999 Lei,"2.59999 Lei(-15%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Gaming ASUS ROG Zephyrus S GX531GXR cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz Coffee Lake, 15.6"", Full HD, IPS, 240Hz, 24GB, 1TB SSD, NVIDIA® GeForce RTX™ 2080 Max-Q 8GB, Windows 10 Home, Black",12.99999 Lei,"14.49999 Lei(-10%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop 2 in 1 Lenovo Yoga 730-13IWL cu procesor Intel Core i5-8265U pana la 3.9 GHz, 13.3"", Full HD, IPS, Touch, 8GB, 1TB SSD M.2, Intel UHD Graphics 620, Windows 10 Home, Platinum",4.39999 Lei,"4.79999 Lei(-8%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Lenovo Thinkpad 13 ,i3-7100u ,2.4ghz,4gb,180gb ssd ,13.3 inch FHD 1920x1080 ,WIN10P",2.39000 Lei,"4.50000 Lei(-46%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop HP ProBook 450 G6 cu procesor Intel® Core™ i3-8145U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 4GB, 256GB SSD, Intel® UHD Graphics 620, Free DOS, Silver",2.74999 Lei,,1 review,width: 60%,ultimul produs in stoc
"Laptop Apple MacBook Pro 13, ecran Retina, Touch Bar, procesor Intel® Core™ i5 2.40 GHz, 8GB, 512GB SSD, Intel Iris Plus Graphics 655, macOS Mojave, RO KB, Space grey",10.49999 Lei,"11.29999 Lei(-7%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Gaming OMEN by HP 15-dc0015nq cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, 8GB, 1TB, NVIDIA GeForce GTX 1060 6GB, Free DOS, Black",4.99999 Lei,"6.99999 Lei(-28%)
                ",1 review,width: 100%,ultimul produs in stoc
"Laptop ASUS X509FB cu procesor Intel® Core™ i3-8145U 3.90 GHz Whiskey Lake, 15.6"", Full HD, 4GB, 1TB HDD, NVIDIA GeForce MX110 2GB, Endless OS, SLATE GRAY",1.89999 Lei,"2.29999 Lei(-17%)
                ",0 review-uri,width: 0%,în stoc
"Laptop HP Pavilon 15-cs1001nq cu procesor Intel® Core™ i7-8565U pana la 4.60 GHz Whiskey Lake, 15.6"", Full HD, 8GB, 1TB HDD, Nvidia GeForce MX150 2GB, Free DOS, Mineral Silver",3.29999 Lei,"3.99999 Lei(-17%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Gaming Lenovo Legion Y540-17IRH cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz, Coffee Lake, 17.3"", Full HD, 16GB, 512GB M.2 SSD, NVIDIA GeForce RTX 2060 6GB GDDR6, Free DOS, Black",6.09999 Lei,"6.39999 Lei(-30000 Lei)
                ",0 review-uri,width: 0%,în stoc
"Laptop Lenovo V330-15IKB cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 1TB, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Iron Gray",3.24999 Lei,"4.09999 Lei(-20%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Apple MacBook Pro 15, ecran Retina, Touch Bar, procesor Intel® Core™ i9 2.30 GHz, 16GB, 512GB SSD, Radeon Pro 560X W 4GB, macOS Mojave, ROM KB, Silver",15.89999 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop HP Pavilion 14-ce2001nq cu procesor Intel® Core™ i5-8265U pana la 3.9 GHz, 14"", HD, 8GB, 256GB SSD M.2, Intel® UHD Graphics 620, Windows 10 Home, Mov",3.79998 Lei,,0 review-uri,width: 0%,ultimul produs in stoc
"Laptop Apple MacBook Pro 15, ecran Retina, Touch Bar, procesor Intel® Core™ i7 2.60 GHz, 16GB, 512GB SSD, Radeon Pro 560X W 4GB, macOS High Sierra, ROM KB, Silver",16.33870 Lei,,4 review-uri,width: 95%,ultimul produs in stoc
"Laptop 2 in 1 Lenovo YOGA 530-14IKB cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 14"", Full HD, IPS, Touch, 8GB, 256GB SSD, Intel® HD Graphics 620, Microsoft Windows 10, Liquid Blue, Active Pen",3.19999 Lei,"3.49999 Lei(-8%)
                ",2 review-uri,width: 40%,ultimul produs in stoc
"Laptop Gaming OMEN by HP Laptop 15-dc1026nq cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, IPS, 144Hz, 16GB, 1TB + 128GB SSD, NVIDIA GeForce RTX 2070 8GB, Free DOS, Shadow Black",8.19999 Lei,"9.49999 Lei(-13%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop gaming ASUS ROG Zephyrus S GX502GV cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz Coffee Lake, 15.6"", Full HD, IPS, 240Hz, 32GB, 512Gb SSD, NVIDIA® GeForce RTX™ 2060 6GB, Windows 10, Black",9.49999 Lei,"10.99999 Lei(-13%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
"Laptop HP 15-da0012nq cu procesor Intel® Core™ i3-7020U pana la 4.00 GHz Kaby Lake R, 15.6"", Full HD, 4GB, 1TB HDD, DVD-RW, Nvidia GeForce MX110 2GB, Free DOS, Jet Black",1.79999 Lei,"2.19999 Lei(-18%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Gaming HP Pavilion 15-dk0003nq, Intel® Core™ i5-9300H, 8GB DDR4, SSD 256GB, NVIDIA GeForce GTX 1650 4GB, Free DOS",3.59999 Lei,"4.79999 Lei(-25%)
                ",0 review-uri,width: 0%,în stoc
"Laptop HP Pavilion 14-ce2002nq cu procesor Intel® Core™ i5-8265U pana la 3.9 GHz, 14"", HD, 8GB, 512GB SSD M.2, Intel® UHD Graphics 620, Windows 10 Home, Ceramic White",3.19999 Lei,"3.49999 Lei(-8%)
                ",0 review-uri,width: 0%,în stoc
"Laptop Apple MacBook Air 13, ecran Retina, procesor Intel® Core™ i5 1.60 GHz, 8GB RAM, 256GB SSD, Intel UHD Graphics 617, macOS, ROM KB, Gold",7.69999 Lei,,2 review-uri,width: 100%,ultimul produs in stoc
"Laptop 2 in 1 Lenovo YOGA C930-13IKB cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 13.9"", Full HD, IPS, Touch, 8GB, 512GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10, Mica, Active Pen",5.49999 Lei,"6.59999 Lei(-16%)
                ",0 review-uri,width: 0%,ultimul produs in stoc
